acc,PR_macro,RE_macro,f1_macro,AUC_macro,AUPR_macro,loss
0.06334490504390443,0.52981588106361,0.01436466439832946,0.006797990801794952,0.6587862944128449,0.010875214792179745,7.327611645062764
0.09716152746579539,0.4664958468470885,0.03370272529910973,0.020331125598213477,0.7601648371969048,0.02376381097543658,6.699395219484965
0.12268735960792322,0.2796559072734829,0.05574323210126688,0.03842683884564609,0.8093577418246674,0.0370360820529153,6.2807260031501455
0.14735552379007555,0.21123703547295303,0.07916481703461285,0.059349297285469955,0.8399080791781341,0.05345281956225142,5.936023510992527
0.1667551562180927,0.17730193931573435,0.09633121202038455,0.07811248281068538,0.8631865145852651,0.06955671442897085,5.637788409988086
0.19301613232591383,0.16061828374929982,0.12344227775692149,0.10637202259915363,0.8831995883023481,0.09168568546455051,5.321305312216282
0.21935879109658976,0.14898600551911587,0.152416910334068,0.1366894256696751,0.9015793321102855,0.11910369533451454,4.989335077504317
0.2497855830100061,0.17942653790422225,0.1835421288536751,0.17077085057192593,0.9163742167100986,0.15009700417228736,4.6673657322923345
0.2848682867061466,0.22179481679475405,0.22200544141969986,0.2105447437260687,0.9283628482934462,0.18723964921489297,4.344069490830104
0.3144782519910149,0.25277438469973423,0.25326945851721244,0.24497805905477618,0.9387388162418425,0.22657958641756534,4.044550257424514
0.345476822544415,0.2891018570233745,0.2880464763920122,0.2813109140131091,0.9470369801666346,0.2627992067936805,3.7846418023109436
0.37006330406371246,0.31566912620535786,0.31426609504122827,0.3093218241084731,0.9538160918483591,0.29866886891165456,3.5488917392989
0.4059628343884011,0.35888696574993795,0.353362952728369,0.3501091510170658,0.960077586418339,0.33861377472715787,3.3093893490731716
0.4295282826220135,0.38622658632290174,0.38089172144648,0.37801214646847114,0.9655059917400284,0.3744053696693482,3.0913731642067432
0.45256279354706963,0.41058766754206427,0.4053598730520195,0.40333207188549275,0.969381242817763,0.40304866862863176,2.921451429526011
0.4800898509291403,0.4431678125576019,0.43624844601230495,0.43577579639194025,0.9736781288338563,0.4418054229468257,2.713815768559774
0.5035327751684705,0.46689005995797267,0.46051623424921695,0.45966493595590235,0.9775151715290188,0.47273426826106346,2.520898942525188
0.5230549315907699,0.48852382928696925,0.48315585930939153,0.4825228762160697,0.9803807562841522,0.5020338655118836,2.361798686285814
0.5516030222585256,0.5233126186848368,0.5142438227674158,0.5155840205935096,0.9832431465051561,0.5374652136629259,2.1810983729859195
0.573453134572187,0.5477625426548042,0.539029257657553,0.5404745521559627,0.9858775802116819,0.5738954208001851,2.0023136691500745
0.6027772105370635,0.5789154280499583,0.571234345330364,0.5728053549945125,0.988315845671733,0.607771719497726,1.8323706121494372
0.6214825403308147,0.6004626758003971,0.5915184829726131,0.5938348183953345,0.9903122621424809,0.6343669604305341,1.6828613455096881
0.648560343067184,0.6307808331742039,0.6232959858475586,0.6252942091164505,0.9920538498679295,0.6709802192994913,1.5247582700103521
0.7041045538084542,0.6921194155984621,0.6828742217155609,0.6861629867479205,0.9946972946364635,0.7382550205157326,1.2210449296981096
0.7311823565448233,0.7200517510495144,0.7120503909461414,0.7148049350471415,0.9959775540614798,0.7754371071839476,1.0570887848734856
0.7560547273841127,0.7461383045298091,0.7382656837343158,0.741236839904551,0.9969303962400634,0.8055201443475278,0.919053430048128
0.772432101286502,0.7646261211133029,0.7573706364004466,0.7600888639998413,0.9975986344332229,0.8249265549819768,0.8239869599541029
0.8208290790279763,0.8155030739506891,0.8093577345225998,0.8117139633577884,0.998541138631653,0.8777593137627234,0.6180035558839639
0.8402695527874209,0.8359056265931265,0.8307901565437498,0.832799147085127,0.9989667728315473,0.9003203316891011,0.5157161862589419
0.8629773330610578,0.8598953693979033,0.855943785218029,0.85744316940077,0.9992218046034373,0.9184704487145168,0.4378106186632067
0.8783745150091893,0.8751542628152326,0.8706828704544384,0.8725286830345595,0.9994376455499304,0.9337511495389013,0.37502154273291427
0.9049622217684297,0.9033678395075047,0.8994586613299547,0.9010624986755263,0.999683975764305,0.9548991097147085,0.2781333258220305
0.9254645701449867,0.9231437100608579,0.9209554922753068,0.9218593338280214,0.9998106691038823,0.9698869789315849,0.20683235438385358
0.9306514192362672,0.9292268795994025,0.9268094981749704,0.9278263798270533,0.9998480931361009,0.9735425768235539,0.18764973763609305
0.9376761282417807,0.9368015100735136,0.9348843695931253,0.9356400757417155,0.9998796199564532,0.9789463571424928,0.16811385083322725
0.9481723504186237,0.94715320882683,0.9457461917190233,0.9462841520441879,0.999910387970072,0.9842186398808914,0.1353454640096364
0.9577700633040637,0.9576261067163183,0.9553144772276458,0.9562939385140631,0.9999385286255218,0.9881071643332182,0.11116681425482966
0.9587502552583215,0.9577948926062588,0.956978816434988,0.9572717987532622,0.9999370433830982,0.9886028189264636,0.10597309420700185
