acc,PR_macro,RE_macro,f1_macro,AUC_macro,AUPR_macro,loss
0.01919542577088013,0.184443472896462,0.01460965015378224,0.008162199678272237,0.6506119121389621,0.009290324144603292,0.08191534266049122
0.04071880743312232,0.16707123533891183,0.027536252759044498,0.016394053613835852,0.7382392719006544,0.015279491908689644,0.07757767188368629
0.0639575250153155,0.10585618319287253,0.048474485853860765,0.032055755001746934,0.7899219396227627,0.02541689297538093,0.0740416344083596
0.08584847866040433,0.08772718300449962,0.06690117805924252,0.0471366009777732,0.8228950680565448,0.0381563329413769,0.07086333800010687
0.11304880539105575,0.08795821839070532,0.09092458985947674,0.06752163356879731,0.8473127959617226,0.05341469948670789,0.06801853198400121
0.13902389217888503,0.09262307288295832,0.11592842251931983,0.09097057449521868,0.8703528407712083,0.07354184822885619,0.06482273125817424
0.16614253624668165,0.11935594626623812,0.1412242102489674,0.11651237360186216,0.890625351800839,0.09899722490806369,0.06155666582254656
0.20032673065141923,0.1496971270597704,0.17637837778024393,0.15121144103109685,0.90725313309478,0.13027625798045137,0.0581696728638813
0.23553195834184196,0.1829982212192878,0.2102291012801466,0.18599394703308603,0.9213159285133563,0.16441259389499896,0.05481507614935747
0.2729426179293445,0.22069308639598756,0.2471373073537973,0.22300790524644426,0.9319192191930775,0.20584241505825457,0.051693918552916274
0.30565652440269553,0.2550327944845096,0.28126727104149307,0.25824128309678596,0.9417574808771852,0.2449983328929348,0.04866537917342781
0.33204002450479886,0.28231823905122366,0.3097920966051213,0.28715594648177145,0.9495792236591223,0.27888341924811083,0.04603869067486859
0.3577292219726363,0.310379232654796,0.3383460623616285,0.31572308102692365,0.956234448322222,0.31496517935817847,0.043469888324321
0.3898713498060037,0.3442029648544962,0.3713522249243859,0.3494190974460496,0.9618486315915028,0.35029079351083897,0.04109063818268418
0.4156013886052685,0.37390074118227606,0.3990530091424221,0.37871950606617155,0.9667340308332927,0.38400195191175657,0.038912396332873196
0.43916683683888097,0.3984835485620992,0.4251203730060272,0.40375767282838354,0.9708480744672492,0.41985393053294207,0.03662675190709596
0.46632632223810494,0.427231120612236,0.454597427189275,0.43355501120035655,0.9749113377670848,0.45306970252404277,0.03455851137858951
0.48874821319175005,0.45449262513827093,0.48116811024409867,0.4606852487381893,0.9782706875460025,0.48858906572917976,0.0323429310944603
0.5139064733510312,0.47988243119540736,0.5090883788149067,0.48746543164312595,0.9813137545981554,0.5189423196204737,0.03042724844418623
0.542454564018787,0.511510585241376,0.5389219431218254,0.5189075133485404,0.9846219491025716,0.5596840449880938,0.02805542437866301
0.565570757606698,0.5374871729392674,0.5654255576076302,0.5455808961115067,0.9868523395723002,0.5916994686797733,0.026135368905548736
0.5930569736573412,0.567054018015382,0.5962116810518573,0.5760219325126696,0.9891931616534606,0.6273028831049341,0.023987536815854527
0.6376965489074944,0.6154884251459928,0.6439286097829573,0.6248226629278092,0.9922107456520082,0.6897470318427819,0.02069098322207574
0.6697569940780069,0.649170883801974,0.6802753346907847,0.6598198144059936,0.9938315917622134,0.7266934961094524,0.018629755108467434
0.69520114355728,0.6796045210373695,0.7092650412648903,0.6902613510736386,0.9949957697251866,0.7606349697920599,0.016721541864708783
0.7194200530937308,0.7044644419389026,0.7348252129804038,0.715675437236517,0.9958900691363944,0.786417712372953,0.015159788568726481
0.7618950377782315,0.7508638136826015,0.7808088310997179,0.7621107330119671,0.9972109566065732,0.8378245127128902,0.012508788210678712
0.7921993056973657,0.782934703941449,0.8128663185747594,0.7948838290125315,0.9979553360877088,0.8701516946323313,0.010650176839031862
0.8117623034510925,0.8049791114923096,0.8343458126324411,0.8166044772361049,0.9984078477757706,0.888856979296181,0.00949886669961637
0.8294057586277312,0.8230163620379408,0.8513157497893825,0.834581652748789,0.9987011918660811,0.9057462426647529,0.008426642331719171
0.8637941596896059,0.8605969717669444,0.8868963275522438,0.8718054967959716,0.999140967811209,0.9369462832670388,0.006609288202953649
0.8806207882376965,0.8779804884580528,0.9039563867746475,0.889036718258911,0.9993675098493855,0.9501140154736749,0.00571213943067593
0.8930365529916275,0.8912207872154699,0.9148753862312056,0.9015431904453887,0.99950572952664,0.9586904480314083,0.005073967680162796
0.8938533796201756,0.8922098945989276,0.9155282551920733,0.902401531702079,0.9995660337088773,0.9604801755288922,0.00482921758745307
0.9221972636307944,0.921077689575751,0.9426485611788259,0.9305629954693393,0.9997380684727327,0.9768606825187184,0.003584899397441827
