acc,PR_macro,RE_macro,f1_macro,AUC_macro,AUPR_macro,loss
0.04443624965428229,0.2029885387453427,0.01300249489964157,0.006926308446263454,0.5373796810174691,0.01230835007796407,9.206482150337912
0.05208813496819397,0.6308906025280656,0.014580637080855205,0.007406608268962524,0.5763241330136012,0.014703219295643501,8.773373690518467
0.06932792477182631,0.6343352795743112,0.022948961686842188,0.013201381528542541,0.6315122208626044,0.01805054645727597,8.522002827037465
0.08269567622384069,0.6581323409701493,0.029651773323062364,0.01674912401973699,0.6644949631790786,0.02284618461253599,8.29571346803145
0.085922374850189,0.6265549838345508,0.030671744502721178,0.019983703541458925,0.7050504416014505,0.025823561763806596,8.129438508640636
0.1065732460588181,0.6360699612688449,0.040784132788842846,0.025491527224790936,0.7168172815944769,0.030599988813041865,7.9609925746917725
0.12703973448879874,0.6204093704278387,0.04459098997640117,0.030160511494243165,0.7402538342575663,0.03481562949969029,7.819147109985352
0.13727297870378907,0.5963091434517933,0.05434461692207416,0.037705289437944274,0.7561218822001432,0.038017121692155965,7.690174579620361
0.14722964875080669,0.5876226355566267,0.054544273723486594,0.03928094439186466,0.7641459991814044,0.042326465974185046,7.5446882898157295
0.150087581819858,0.5312077447902365,0.059655837779844116,0.044272974569588584,0.7865590157967439,0.04736070405093124,7.418581355701793
0.16013644325619988,0.5481134593740796,0.06387442070268469,0.04690659397910725,0.7988940068368012,0.050302167449251256,7.256650816310536
0.16207246243200885,0.5357312774480092,0.06887553794867318,0.05162475235531083,0.8129288248767979,0.05425916052564353,7.141872449354692
0.17442610860145663,0.4721007561424199,0.07387975718913582,0.05873948844889908,0.8191095562869894,0.058426582381178475,7.029416040940718
0.18392182170185303,0.48133746780915504,0.08490428687233016,0.06835060026941088,0.8268819152926866,0.06534081392022964,6.935068412260576
0.1870563289388771,0.48110308896980797,0.09080680215263442,0.07354545081896914,0.8307021631179614,0.06969091161703399,6.87594951282848
0.19019083617590118,0.4429537475482925,0.08933466763505367,0.0744445373571809,0.8405057931567085,0.07158121678191111,6.822317426854914
0.20060846316953995,0.4272659229328913,0.09767138336243102,0.08137595395696762,0.8477139376087155,0.076054191862504,6.695426962592385
0.20927445376601825,0.4080619482991817,0.1058781345979183,0.09382507520327313,0.8521950012599235,0.08003986465887518,6.6053525534543125
0.20632432930764266,0.38035355121023956,0.10658911862522018,0.08986397130820796,0.8561929671394214,0.0853431573504112,6.535586682232943
